Glottocode_spec	Glottocode	Smallest_Island_group	Smallest_Island_group_main	Marck_group	Medium_only_merged_for_shared_language	COUNTRY NAME	SBZR_group	glottocodes	lg_count_medium	lg_count_Marck	lg_count_SBZR	lg_count_COUNTRY	lg_count_smallest	sum_area	sum_shoreline	mean_lat	mean_long	max_long	min_long	max_lat	min_lat	smallest_island_color	Marck_group_color	medium_group_color	SBZR_group_color
nara1263	nara1263	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
nasa1240	nasa1240	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
nasv1234	nasv1234	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
nati1244	nati1244	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
natu1246	natu1246	Nendö	Nendö	Vanuatu + Temotu	Nendö	SOLOMON ISLANDS	Vanuatu + Temotu	nalo1235,nang1262,natu1246	3	128	130	16	3	557.1370946876	255.4910013942	-10.753269574477777	165.97188588	166.084602606	165.749411637	-10.6971017205	-10.842102162	#45C1EE	#A3A4EE	#91C1BF	#E65F6B
naur1243	naur1243	Nauru	Nauru	Nauru	Nauru	NAURU	Nauru	naur1243	1	1	1	1	1	22.6737020655	18.2351439616	-0.5196901836	166.930007871	166.930007871	166.930007871	-0.5196901836	-0.5196901836	#528AED	#EA4FAD	#84B7EE	#EED1E4
navu1237	navu1237	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
navw1234	navw1234	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
neku1237	neku1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
nemi1240	nemi1240	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
neng1238	neng1238	Nengone	Nengone	Kanaky (main island + Loyalties)	Nengone	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	neng1238	1	34	34	34	1	664.161528986	149.9095047635	-21.476860671525	167.8714882165	167.975504943	167.822887807	-21.3704466919	-21.5153004134	#BC3AAB	#73A69F	#EBF1F1	#DB3D7D
nese1235	nese1235	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
ngul1236	ngul1236	Nguluwan	Nguluwan	Waab	Nguluwan	FEDERATED STATES OF MICRONESIA	Nguluwan	ngul1236	1	3	1	17	1	1.1468237376000001	14.3831200849	8.401374545953846	137.48920702769232	137.57665663	137.375677959	8.5620576312	8.296876328	#7B6FF0	#6186D6	#F53F90	#BCBDEC
nisv1234	nisv1234	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
niti1249	niti1249	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
niua1240	niua1240	Niuafoou	Niuafoou	Niuafoou	Niuafoou	TONGA	Niuafoou + Niuatoputapu	niua1240	1	1	2	3	1	52.4937266725	27.0367873642	-15.5972130209	-175.635532195	-175.635532195	-175.635532195	-15.5972130209	-15.5972130209	#9A7D53	#717594	#A0A5E7	#9D8F7A
niua1241	niua1241	Niuatoputapu	Niuatoputapu	Niuatoputapu	Niuatoputapu	TONGA	Niuafoou + Niuatoputapu	niua1241	1	1	2	3	1	22.062812492	32.0506666797	-15.923576424775	-173.73992739425	-173.710403856	-173.767583884	-15.8512866289	-15.957329638	#EAC0E6	#EBABC4	#63ECBA	#9D8F7A
niue1239	niue1239	Niue	Niue	Niue	Niue	Niue (NEW ZEALAND)	Niue	niue1239	1	1	1	1	1	266.395755883	68.318267262	-19.052013841	-169.862192027	-169.862192027	-169.862192027	-19.052013841	-19.052013841	#5C4DD6	#7A3D38	#D83D75	#79809D
noku1237	noku1237	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
nort2836	nort2836	Mataso	Efate	Vanuatu + Temotu	Efate	VANUATU	Vanuatu + Temotu	nort2836	5	128	130	117	1	1.9079243206	6.6814319999	-17.2575692123	168.418899677	168.418899677	168.418899677	-17.2575692123	-17.2575692123	#C9F3DE	#A3A4EE	#3FC0CB	#E65F6B
nort2836	nort2836	Etarik	Efate	Vanuatu + Temotu	Efate	VANUATU	Vanuatu + Temotu	nort2836	5	128	130	117	1	0.1758699847	1.5718385983	-17.2716882085	168.456229199	168.456229199	168.456229199	-17.2716882085	-17.2716882085	#96D1CB	#A3A4EE	#3FC0CB	#E65F6B
nort2836	nort2836	Efate	Efate	Vanuatu + Temotu	Efate	VANUATU	Vanuatu + Temotu	mele1250,eton1255,sout2856,lele1267,nort2836	5	128	130	117	5	979.0453609369	298.6526903011	-17.626902701408333	168.32011900724999	168.481375049	168.146226845	-17.4569966865	-17.8041978847	#5FF1C0	#A3A4EE	#3FC0CB	#E65F6B
nort2839	nort2839	Ambrym	Ambrym	Vanuatu + Temotu	Ambrym	VANUATU	Vanuatu + Temotu	port1286,sout2859,daka1243,orko1234,lonw1238,nort2839	6	128	130	117	6	689.763983674	140.374687845	-16.2526197768	168.115843193	168.115843193	168.115843193	-16.2526197768	-16.2526197768	#B8F188	#A3A4EE	#F0F5D6	#E65F6B
nort2843	fiji1243	Viti Levu	Viti Levu	Fiji	Viti Levu + Yasawa	FIJI	Fiji	sout2864, nort2843, west2519, namo1248	4	8	8	9	4	10788.0411853707	991.1585237059	-17.825429385606558	178.13383320413115	178.705391402	177.295765944	-17.2872693453	-18.391015304	#A862EF	#ECADEC	#DF7AC8	#AFDFE6
nort2845	nort2845	Te Henua ‘Enana (North Marquesas)	North Marquesas	Marquesas	Te Henua ‘Enana (North Marquesas)	French Polynesia (FRANCE)	Marquesas	nort2845	1	2	2	10	1	616.0158071029	355.3376938715	-8.807346624304651	-140.0758092156744	-139.530028979	-140.690179305	-7.8604304157	-9.4826758566	#F8C015	#A6F29A	#BED5A9	#C2798A
nort2847	nort2847	Tanna	Tanna	Vanuatu + Temotu	Tanna	VANUATU	Vanuatu + Temotu	kwam1252,sout2869,whit1269,lena1238,nort2847	5	128	130	117	5	564.997226668	127.471078834	-19.4944553812	169.326338052	169.326338052	169.326338052	-19.4944553812	-19.4944553812	#C5E2BC	#A3A4EE	#AD34E9	#E65F6B
nuku1258	nuku1258	Nukumanu	Nukumanu	Nukumanu-Luangiua	Nukumanu	PAPUA NEW GUINEA	Luangiua + Nukumanu	nuku1258	1	2	2	3	1	4.7180761619	47.4894689618	-4.521753275308695	159.41373867821738	159.483665503	159.320808572	-4.4470264313	-4.6031105503	#BACA85	#E076AB	#EAC9EF	#639C9C
nuku1259	nuku1259	Nukuria	Nukuria	Nukuria (New Guinea Polynesian outlier special case)	Nukuria	PAPUA NEW GUINEA	Nukuria	nuku1259	1	1	1	3	1	11.527842267	69.2282590149	-3.2471857113000002	154.60997897316668	154.734920314	154.440339945	-3.1083031703	-3.4141997059	#7EB47D	#8172EE	#AA76DF	#E175AA
nuku1260	nuku1260	Nukuoro	Nukuoro	Nukuoro	Nukuoro	FEDERATED STATES OF MICRONESIA	Nukuoro	nuku1260	1	1	1	17	1	2.3494218886	26.295654562	3.8649320282333335	154.97630608171428	155.000640755	154.951092252	3.8772232869	3.8263777665	#EF2FF8	#AF89D5	#F2DED8	#DC7049
nume1241	nume1241	Gaua	Gaua	Vanuatu + Temotu	Gaua	VANUATU	Vanuatu + Temotu	weta1242,lako1245,koro1308,nume1241	4	128	130	117	4	343.159536054	83.1330912671	-14.2572103949	167.507267562	167.507267562	167.507267562	-14.2572103949	-14.2572103949	#6DF232	#A3A4EE	#6F83E0	#E65F6B
nume1242	nume1242	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
nyal1254	nyal1254	Belep	Belep	Kanaky (main island + Loyalties)	Belep	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nyal1254	1	34	34	34	1	68.983165743	94.3394405402	-19.7608036233375	163.6425423479375	163.709575943	163.400828715	-19.5286466091	-19.9533329809	#F297A9	#73A69F	#54D6CF	#DB3D7D
onto1237	onto1237	Luangiua	Luangiua	Nukumanu-Luangiua	Luangiua	SOLOMON ISLANDS	Luangiua + Nukumanu	onto1237	1	2	2	16	1	20.2171933396	107.7412381941	-5.339245056017392	159.48092871993478	159.711306878	159.184318239	-5.0039206171	-5.5494284441	#A0C8AD	#E076AB	#D6C3B6	#639C9C
orko1234	orko1234	Ambrym	Ambrym	Vanuatu + Temotu	Ambrym	VANUATU	Vanuatu + Temotu	port1286,sout2859,daka1243,orko1234,lonw1238,nort2839	6	128	130	117	6	689.763983674	140.374687845	-16.2526197768	168.115843193	168.115843193	168.115843193	-16.2526197768	-16.2526197768	#B8F188	#A3A4EE	#F0F5D6	#E65F6B
orow1242	orow1242	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
paaf1237	paaf1237	Paafang	Paafang	Chuuk	Paafang	FEDERATED STATES OF MICRONESIA	Chuuk	paaf1237	1	6	6	17	1	5.7046801369	64.9273149213	8.61144553409091	151.96010955112726	152.337117869	151.357984427	8.7730468037	8.4307806721	#51C8AA	#68EFC0	#70283A	#ECD57B
paam1238	paam1238	Paama	Paama	Vanuatu + Temotu	Paama	VANUATU	Vanuatu + Temotu	paam1238	1	128	130	117	1	33.6582024402	25.2758842188	-16.4713960687	168.221199383	168.221199383	168.221199383	-16.4713960687	-16.4713960687	#93DAC5	#A3A4EE	#E475A7	#E65F6B
paam1238	paam1238	Lopevi	Paama	Vanuatu + Temotu	Paama	VANUATU	Vanuatu + Temotu	paam1238	1	128	130	117	1	29.0683630685	21.3113751178	-16.5100450729	168.324882503	168.324882503	168.324882503	-16.5100450729	-16.5100450729	#A4A286	#A3A4EE	#E475A7	#E65F6B
paic1239	paic1239	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
pala1344	pala1344	Palau	Palau	Palau	Palau	PALAU	Palau	pala1344	1	1	1	3	1	403.1341352446	257.0611485319	7.397721877304762	134.52803603295237	134.632478323	134.439261892	7.7516591125	7.301821094	#9CBDBC	#AF65EE	#9AF0CA	#A55CEA
penr1237	penr1237	Māngarongaro	Mangarongaro	Māngarongaro	Māngarongaro	Cook Islands (NEW ZEALAND)	Māngarongaro	penr1237	1	1	1	4	1	14.909725646	111.6414133668	-9.033042457566667	-157.97036915446665	-157.892934862	-158.063022568	-8.958590459	-9.1189715264	#EC9B3C	#E58574	#6F609C	#9F96E2
piam1242	piam1242	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
pije1237	pije1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
pile1238	pile1238	Duff Islands	Reef Islands, Duff Islands	Vanuatu + Temotu	Duff + Reef Islands	SOLOMON ISLANDS	Vanuatu + Temotu	pile1238	2	128	130	16	1	13.8420210558	22.6295428759	-9.83839956835	167.14031926849998	167.179402547	167.10123599	-9.8020243174	-9.8747748193	#D1C13B	#A3A4EE	#F0B6B4	#E65F6B
pile1238	pile1238	Reef Islands	Reef Islands, Duff Islands	Vanuatu + Temotu	Duff + Reef Islands	SOLOMON ISLANDS	Vanuatu + Temotu	pile1238	2	128	130	16	1	1.5749392052	8.4276860508	-10.181004691133333	166.05089715333335	166.308291888	165.66823722	-10.1082563991	-10.261520681	#F0D4F3	#A3A4EE	#F0B6B4	#E65F6B
ping1243	ping1243	Pingelap	Pingelap	Pohnpei	Pingelap	FEDERATED STATES OF MICRONESIA	Pohnpei	ping1243	1	3	3	17	1	2.1846603224	12.2177789361	6.2215224165	160.68989170733335	160.697733217	160.684275785	6.2291939096	6.2133382709	#C8D1D3	#DDEDCA	#6E5D49	#7BACE3
pohn1238	pohn1238	Pohnpei	Ngatik, Pohnpei	Pohnpei	Pohnpei	FEDERATED STATES OF MICRONESIA	Pohnpei	pohn1238	1	3	3	17	1	368.97642282749996	227.1506201311	6.870608595855	158.21983348025	158.353073326	158.08774305	7.0060368521	6.7671730666	#F058C7	#DDEDCA	#F0E4F4	#7BACE3
pohn1238	pohn1238	Ngatik	Ngatik, Pohnpei	Pohnpei	Pohnpei	FEDERATED STATES OF MICRONESIA	Ngatik	pohn1238	1	3	1	17	1	2.2526369765000003	13.5409866715	5.841294425571428	157.31158955128572	157.353520108	157.176248638	5.8867007809	5.807179322	#B4E997	#DDEDCA	#F0E4F4	#B8F094
poll1238	poll1238	Pollap	Pollap	Chuuk	Pollap	FEDERATED STATES OF MICRONESIA	Chuuk	poll1238	1	6	6	17	1	1.676679775	11.3038655671	7.5935135204	149.40567021233332	149.420787148	149.385899695	7.6442833968	7.5438979932	#EAD09F	#68EFC0	#E2F7C3	#ECD57B
polo1242	polo1242	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
port1285	port1285	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
port1286	port1286	Ambrym	Ambrym	Vanuatu + Temotu	Ambrym	VANUATU	Vanuatu + Temotu	port1286,sout2859,daka1243,orko1234,lonw1238,nort2839	6	128	130	117	6	689.763983674	140.374687845	-16.2526197768	168.115843193	168.115843193	168.115843193	-16.2526197768	-16.2526197768	#B8F188	#A3A4EE	#F0F5D6	#E65F6B
puka1242	puka1242	Pukapuka	Pukapuka	Pukapuka	Pukapuka	Cook Islands (NEW ZEALAND)	Pukapuka	puka1242	1	1	1	4	1	7.4530229723999994	27.6390599141	-11.04875837752	-165.7607258592	-165.416044298	-165.907520411	-10.8805349477	-11.5602729478	#5BA48B	#E1457A	#E93FED	#D8F434
pulu1242	pulu1242	Puluwat	Puluwat	Chuuk	Puluwat	FEDERATED STATES OF MICRONESIA	Chuuk	pulu1242	1	6	6	17	1	7.3921212091	25.4610719576	7.249610995033334	149.210052734	149.314241606	149.179171959	7.3681674164	6.6915662435	#CF4EE9	#68EFC0	#CCF4A5	#ECD57B
pwaa1237	pwaa1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
pwap1237	pwap1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
raiv1237	aust1304	Raivavae	Raivavae	Raivavae	Raivavae	French Polynesia (FRANCE)	Raivavae	raiv1237	1	1	1	10	1	19.6252873834	58.9197279315	-23.873739717363637	-147.62983869818183	-147.587088431	-147.700687066	-23.8347068436	-23.9030986368	#C4EAEB	#E6D5E8	#C3EFD2	#C290E5
raka1237	raka1237	Rakahanga-Manihiki	Rakahanga-Manihiki	Rakahanga-Manihiki	Rakahanga-Manihiki	Cook Islands (NEW ZEALAND)	Rakahanga-Manihiki	raka1237	1	1	1	4	1	17.7677090947	68.7190011946	-10.39652929615	-161.0094220913	-160.969862065	-161.089765146	-10.0285191715	-10.4586824485	#AD3CE0	#A4DECB	#CBD9C0	#D8ECB8
rapa1244	rapa1244	Rapa Nui	Rapa Nui	Rapa Nui	Rapa Nui	CHILE	Rapa Nui	rapa1244	1	1	1	1	1	169.422021065	73.4766526678	-27.1194612948	-109.35894608	-109.35894608	-109.35894608	-27.1194612948	-27.1194612948	#76C046	#63EDE4	#A3D3F0	#6E8B35
rapa1245	rapa1245	Rapa Iti	Rapa Iti	Rapa Iti	Rapa Iti	French Polynesia (FRANCE)	Rapa Iti	rapa1245	1	1	1	10	1	43.3823638456	68.9262914819	-27.67569397223077	-144.1381741986154	-143.487752354	-144.366691661	-27.574393826	-27.9033528684	#85B9EF	#EB32F7	#E8C7D4	#ED3AE6
raro1241	raro1241	Ngā Pū Toru	Rarotonga	Ngā Pū Toru	Avaiki Nui (south)	Cook Islands (NEW ZEALAND)	Ngā Pū Toru	raro1241	1	1	1	4	1	84.9369024577	127.0155353214	-19.1341440181	-159.31371679404762	-157.333994871	-159.835577517	-18.8541833136	-20.1579542839	#F4EBE9	#ABD7E7	#45F3F6	#EAB7AA
raro1241	raro1241	Rarotonga	Rarotonga	Rarotonga	Avaiki Nui (south)	Cook Islands (NEW ZEALAND)	Rarotonga	raro1241	1	1	1	4	1	71.2035631474	39.79843155459999	-21.23886277065	-159.74882014783333	-159.725796318	-159.802526197	-21.1929474568	-21.2608495187	#E42CCC	#EAE3E0	#45F3F6	#DDEFDA
